ZN830_MOUSE	PMZ_0043543	ZNF830	MSTRG.10739.2.p1
ZN830_MOUSE	MSTRG.10739	ZNF830	MSTRG.10739.3.p1
ZN830_MOUSE	PMZ_0043543	ZNF830	MSTRG.10739.3.p1
PKNX2_HUMAN	MSTRG.1081	PKNOX1	MSTRG.1081.2.p1
PKNX2_HUMAN	PMZ_0040021	PKNOX1	MSTRG.1081.2.p1
ESR2_PIG	MSTRG.10834	ESR2	MSTRG.10834.1.p1
ESR1_FELCA	MSTRG.8261	ESR2	MSTRG.10834.1.p1
ESR1_FELCA	PMZ_0032756	ESR2	MSTRG.10834.1.p1
ESR2_PIG	PMZ_0042021	ESR2	MSTRG.10834.1.p1
ESR2_PIG	MSTRG.10834	ESR2	MSTRG.10834.2.p1
ESR1_FELCA	MSTRG.8261	ESR2	MSTRG.10834.2.p1
ESR1_FELCA	PMZ_0032756	ESR2	MSTRG.10834.2.p1
ESR2_PIG	PMZ_0042021	ESR2	MSTRG.10834.2.p1
CEBPZ_MOUSE	MSTRG.10935	CEBPZ	MSTRG.10935.1.p1
CEBPZ_MOUSE	PMZ_0042055	CEBPZ	MSTRG.10935.1.p1
FOXG1_XENLA	MSTRG.10939	FOXG1	MSTRG.10939.3.p3
FOXG1_XENLA	PMZ_0030209	FOXG1	MSTRG.10939.3.p3
FOXG1_XENLA	PMZ_0037655	FOXG1	MSTRG.10939.3.p3
FOXG1_CHICK	PMZ_0043056	FOXG1	MSTRG.10939.3.p3
OTX2_HUMAN	MSTRG.10968	OTX1	MSTRG.10968.1.p1
OTX1B_DANRE	MSTRG.18853	OTX1	MSTRG.10968.1.p1
OTX1B_DANRE	PMZ_0028811	OTX1	MSTRG.10968.1.p1
TCF20_MOUSE	MSTRG.11051	TCF20	MSTRG.11051.1.p2
TCF20_MOUSE	PMZ_0014451	TCF20	MSTRG.11051.1.p2
TCF20_MOUSE	MSTRG.11051	TCF20	MSTRG.11051.2.p1
TCF20_MOUSE	PMZ_0014451	TCF20	MSTRG.11051.2.p1
TCF20_MOUSE	MSTRG.11051	TCF20	MSTRG.11051.3.p2
TCF20_MOUSE	PMZ_0014451	TCF20	MSTRG.11051.3.p2
ZG17_XENLA	MSTRG.11057	.	MSTRG.11057.2.p1
P2RY1_MELGA	MSTRG.11206	.	MSTRG.11057.2.p1
ZG67_XENLA	MSTRG.12539	.	MSTRG.11057.2.p1
ORF%20type%3Acomplete%20len%3A124%20%28%2B%29%2Cscore%3D7.84%2Czf-H2C2_2	MSTRG.2436	.	MSTRG.11057.2.p1
ZN554_HUMAN	MSTRG.2437	.	MSTRG.11057.2.p1
ORF%20type%3Acomplete%20len%3A124%20%28%2B%29%2Cscore%3D7.84%2Czf-H2C2_2	PMZ_0029801	.	MSTRG.11057.2.p1
ZG17_XENLA	MSTRG.11057	.	MSTRG.11206.3.p1
P2RY1_MELGA	MSTRG.11206	.	MSTRG.11206.3.p1
ZG67_XENLA	MSTRG.12539	.	MSTRG.11206.3.p1
ORF%20type%3Acomplete%20len%3A124%20%28%2B%29%2Cscore%3D7.84%2Czf-H2C2_2	MSTRG.2436	.	MSTRG.11206.3.p1
ZN554_HUMAN	MSTRG.2437	.	MSTRG.11206.3.p1
ORF%20type%3Acomplete%20len%3A124%20%28%2B%29%2Cscore%3D7.84%2Czf-H2C2_2	PMZ_0029801	.	MSTRG.11206.3.p1
FOXK2_XENLA	MSTRG.11230	FOXK1	MSTRG.11230.1.p1
FOXK2_XENLA	MSTRG.1149	FOXK1	MSTRG.11230.1.p1
FOXK2_XENLA	PMZ_0035254	FOXK1	MSTRG.11230.1.p1
SRCAP_HUMAN	MSTRG.11336	SRCAP	MSTRG.11336.1.p1
SRCAP_HUMAN	PMZ_0008200	SRCAP	MSTRG.11336.1.p1
KDM2B_MOUSE	MSTRG.11393	KDM2B	MSTRG.11393.1.p7
JHD1_DROME	MSTRG.26948	KDM2B	MSTRG.11393.1.p7
KDM2B_MOUSE	PMZ_0042771	KDM2B	MSTRG.11393.1.p7
KDM2B_MOUSE	MSTRG.11393	KDM2B	MSTRG.11393.2.p6
JHD1_DROME	MSTRG.26948	KDM2B	MSTRG.11393.2.p6
KDM2B_MOUSE	PMZ_0042771	KDM2B	MSTRG.11393.2.p6
KDM2B_MOUSE	MSTRG.11393	KDM2B	MSTRG.11393.3.p5
JHD1_DROME	MSTRG.26948	KDM2B	MSTRG.11393.3.p5
KDM2B_MOUSE	PMZ_0042771	KDM2B	MSTRG.11393.3.p5
KDM2B_MOUSE	MSTRG.11393	KDM2B	MSTRG.11393.4.p1
JHD1_DROME	MSTRG.26948	KDM2B	MSTRG.11393.4.p1
KDM2B_MOUSE	PMZ_0042771	KDM2B	MSTRG.11393.4.p1
LHX5_RAT	MSTRG.11466	LHX5	MSTRG.11466.1.p1
LHX5_HUMAN	MSTRG.20638	LHX5	MSTRG.11466.1.p1
LHX1_XENLA	MSTRG.2966	LHX5	MSTRG.11466.1.p1
LHX5_RAT	PMZ_0036680	LHX5	MSTRG.11466.1.p1
LHX1_XENLA	PMZ_0041637	LHX5	MSTRG.11466.1.p1
LHX5_RAT	MSTRG.11466	LHX5	MSTRG.11466.2.p1
LHX5_HUMAN	MSTRG.20638	LHX5	MSTRG.11466.2.p1
LHX1_XENLA	MSTRG.2966	LHX5	MSTRG.11466.2.p1
LHX5_RAT	PMZ_0036680	LHX5	MSTRG.11466.2.p1
LHX1_XENLA	PMZ_0041637	LHX5	MSTRG.11466.2.p1
HIC1_CHICK	MSTRG.11490	HIC2	MSTRG.11490.1.p1
HIC1_CHICK	PMZ_0042813	HIC2	MSTRG.11490.1.p1
FOXK2_XENLA	MSTRG.11230	FOXK1	MSTRG.1149.1.p1
FOXK2_XENLA	MSTRG.1149	FOXK1	MSTRG.1149.1.p1
FOXK2_XENLA	PMZ_0035254	FOXK1	MSTRG.1149.1.p1
PRDM4_HUMAN	MSTRG.11604	PRDM4	MSTRG.11604.1.p1
PRDM4_HUMAN	PMZ_0002472	PRDM4	MSTRG.11604.1.p1
PRDM4_HUMAN	MSTRG.11604	PRDM4	MSTRG.11604.2.p1
PRDM4_HUMAN	PMZ_0002472	PRDM4	MSTRG.11604.2.p1
ZN362_HUMAN	MSTRG.11681	ZNF362	MSTRG.11681.1.p1
ZN362_HUMAN	PMZ_0044656	ZNF362	MSTRG.11681.1.p1
ZN362_HUMAN	MSTRG.11681	ZNF362	MSTRG.11681.2.p1
ZN362_HUMAN	PMZ_0044656	ZNF362	MSTRG.11681.2.p1
ZN362_HUMAN	MSTRG.11681	ZNF362	MSTRG.11681.3.p1
ZN362_HUMAN	PMZ_0044656	ZNF362	MSTRG.11681.3.p1
CENPS_HUMAN	MSTRG.11745	CENPS	MSTRG.11745.1.p2
CENPS_HUMAN	PMZ_0048210	CENPS	MSTRG.11745.1.p2
PHF20_HUMAN	MSTRG.11816	PHF20	MSTRG.11816.1.p1
PHF20_HUMAN	PMZ_0016007	PHF20	MSTRG.11816.1.p1
PHF20_HUMAN	PMZ_0029876	PHF20	MSTRG.11816.1.p1
ATF2_CHICK	MSTRG.11870	CREB5	MSTRG.11870.1.p1
ATF2_MOUSE	MSTRG.9125	CREB5	MSTRG.11870.1.p1
ATF2_MOUSE	PMZ_0041856	CREB5	MSTRG.11870.1.p1
ATF2_CHICK	PMZ_0045323	CREB5	MSTRG.11870.1.p1
ZN451_HUMAN	MSTRG.11884	ZNF451	MSTRG.11884.2.p1
ZN451_HUMAN	PMZ_0045331	ZNF451	MSTRG.11884.2.p1
ZN451_HUMAN	MSTRG.11884	ZNF451	MSTRG.11884.3.p1
ZN451_HUMAN	PMZ_0045331	ZNF451	MSTRG.11884.3.p1
NFXL1_XENLA	PMZ_0008452	NFXL1	MSTRG.1207.1.p1
NFXL1_XENLA	MSTRG.1207	YY2	MSTRG.12073.1.p1
TYY1_HUMAN	MSTRG.12073	YY2	MSTRG.12073.1.p1
ZN318_MOUSE	MSTRG.12076	ZNF318	MSTRG.12076.1.p1
ZN318_MOUSE	PMZ_0029514	ZNF318	MSTRG.12076.1.p1
ERR3_RAT	MSTRG.12094	ESRRA	MSTRG.12094.1.p1
ERR3_RAT	MSTRG.13418	ESRRA	MSTRG.12094.1.p1
ERR3_RAT	MSTRG.3653	ESRRA	MSTRG.12094.1.p1
ERR3_RAT	PMZ_0028586	ESRRA	MSTRG.12094.1.p1
ERR3_RAT	PMZ_0030818	ESRRA	MSTRG.12094.1.p1
ERR3_PONAB	PMZ_0035304	ESRRA	MSTRG.12094.1.p1
ERR3_RAT	MSTRG.12094	ESRRA	MSTRG.12094.2.p1
ERR3_RAT	MSTRG.13418	ESRRA	MSTRG.12094.2.p1
ERR3_RAT	MSTRG.3653	ESRRA	MSTRG.12094.2.p1
ERR3_RAT	PMZ_0028586	ESRRA	MSTRG.12094.2.p1
ERR3_RAT	PMZ_0030818	ESRRA	MSTRG.12094.2.p1
ERR3_PONAB	PMZ_0035304	ESRRA	MSTRG.12094.2.p1
HIF1A_BOSMU	MSTRG.12139	EPAS1	MSTRG.12139.1.p1
HIF1A_BOSMU	PMZ_0044208	EPAS1	MSTRG.12139.1.p1
HIF1A_BOSMU	MSTRG.12139	EPAS1	MSTRG.12139.4.p1
HIF1A_BOSMU	PMZ_0044208	EPAS1	MSTRG.12139.4.p1
HIF1A_BOSMU	MSTRG.12139	EPAS1	MSTRG.12139.5.p1
HIF1A_BOSMU	PMZ_0044208	EPAS1	MSTRG.12139.5.p1
NRF1_MOUSE	MSTRG.12241	NRF1	MSTRG.12241.1.p1
NRF1_MOUSE	PMZ_0003553	NRF1	MSTRG.12241.1.p1
ZEP1_HUMAN	MSTRG.1224	HIVEP3	MSTRG.1224.1.p2
ZEP1_HUMAN	PMZ_0007955	HIVEP3	MSTRG.1224.1.p2
ZEP1_HUMAN	PMZ_0040090	HIVEP3	MSTRG.1224.1.p2
RBNS5_MOUSE	MSTRG.12248	RBSN	MSTRG.12248.1.p1
RBNS5_MOUSE	PMZ_0044419	RBSN	MSTRG.12248.1.p1
RBNS5_MOUSE	MSTRG.12248	RBSN	MSTRG.12248.2.p1
RBNS5_MOUSE	PMZ_0044419	RBSN	MSTRG.12248.2.p1
RBNS5_MOUSE	MSTRG.12248	RBSN	MSTRG.12248.3.p1
RBNS5_MOUSE	PMZ_0044419	RBSN	MSTRG.12248.3.p1
RBNS5_MOUSE	MSTRG.12248	RBSN	MSTRG.12248.4.p1
RBNS5_MOUSE	PMZ_0044419	RBSN	MSTRG.12248.4.p1
RBNS5_MOUSE	MSTRG.12248	RBSN	MSTRG.12248.5.p1
RBNS5_MOUSE	PMZ_0044419	RBSN	MSTRG.12248.5.p1
ELK3_MOUSE	MSTRG.12252	ELK4	MSTRG.12252.1.p3
ELK3_MOUSE	MSTRG.7514	ELK4	MSTRG.12252.1.p3
ELK3_MOUSE	PMZ_0044423	ELK4	MSTRG.12252.1.p3
ELK3_MOUSE	MSTRG.12252	ELK4	MSTRG.12252.4.p1
ELK3_MOUSE	MSTRG.7514	ELK4	MSTRG.12252.4.p1
ELK3_MOUSE	PMZ_0044423	ELK4	MSTRG.12252.4.p1
MYCB_DANRE	MSTRG.1231	MYCN	MSTRG.1231.1.p2
MYCN_MOUSE	MSTRG.511	MYCN	MSTRG.1231.1.p2
MYC_CHICK	MSTRG.6393	MYCN	MSTRG.1231.1.p2
MYCN_MOUSE	PMZ_0032664	MYCN	MSTRG.1231.1.p2
MYCB_DANRE	PMZ_0040093	MYCN	MSTRG.1231.1.p2
MITF_MOUSE	MSTRG.12338	TFEC	MSTRG.12338.1.p1
MITF_HUMAN	MSTRG.13741	TFEC	MSTRG.12338.1.p1
MITF_MOUSE	MSTRG.8787	TFEC	MSTRG.12338.1.p1
MITF_MOUSE	PMZ_0011745	TFEC	MSTRG.12338.1.p1
MITF_HUMAN	PMZ_0034176	TFEC	MSTRG.12338.1.p1
MITF_MOUSE	MSTRG.12338	TFEC	MSTRG.12338.2.p1
MITF_HUMAN	MSTRG.13741	TFEC	MSTRG.12338.2.p1
MITF_MOUSE	MSTRG.8787	TFEC	MSTRG.12338.2.p1
MITF_MOUSE	PMZ_0011745	TFEC	MSTRG.12338.2.p1
MITF_HUMAN	PMZ_0034176	TFEC	MSTRG.12338.2.p1
MITF_MOUSE	MSTRG.12338	TFEC	MSTRG.12338.3.p1
MITF_HUMAN	MSTRG.13741	TFEC	MSTRG.12338.3.p1
MITF_MOUSE	MSTRG.8787	TFEC	MSTRG.12338.3.p1
MITF_MOUSE	PMZ_0011745	TFEC	MSTRG.12338.3.p1
MITF_HUMAN	PMZ_0034176	TFEC	MSTRG.12338.3.p1
MBD4_HUMAN	MSTRG.12352	MBD4	MSTRG.12352.1.p1
MBD4_HUMAN	PMZ_0030735	MBD4	MSTRG.12352.1.p1
MBD4_HUMAN	MSTRG.12352	MBD4	MSTRG.12352.3.p1
MBD4_HUMAN	PMZ_0030735	MBD4	MSTRG.12352.3.p1
BHE41_MOUSE	MSTRG.12367	BHLHE40	MSTRG.12367.1.p1
BHE41_MOUSE	MSTRG.13787	BHLHE40	MSTRG.12367.1.p1
BHE41_MOUSE	PMZ_0014937	BHLHE40	MSTRG.12367.1.p1
BHE41_HUMAN	PMZ_0015665	BHLHE40	MSTRG.12367.1.p1
BHE41_MOUSE	PMZ_0029387	BHLHE40	MSTRG.12367.1.p1
KLF2_HUMAN	MSTRG.12446	KLF4	MSTRG.12446.1.p2
KLF2_HUMAN	PMZ_0032823	KLF4	MSTRG.12446.1.p2
RFX3_XENTR	MSTRG.12528	RFX1	MSTRG.12528.1.p1
RFX3_XENTR	PMZ_0012734	RFX1	MSTRG.12528.1.p1
RFX3_XENTR	MSTRG.12528	RFX1	MSTRG.12528.2.p1
RFX3_XENTR	PMZ_0012734	RFX1	MSTRG.12528.2.p1
ZG17_XENLA	MSTRG.11057	.	MSTRG.12539.1.p1
P2RY1_MELGA	MSTRG.11206	.	MSTRG.12539.1.p1
ZG67_XENLA	MSTRG.12539	.	MSTRG.12539.1.p1
ORF%20type%3Acomplete%20len%3A124%20%28%2B%29%2Cscore%3D7.84%2Czf-H2C2_2	MSTRG.2436	.	MSTRG.12539.1.p1
ZN554_HUMAN	MSTRG.2437	.	MSTRG.12539.1.p1
ORF%20type%3Acomplete%20len%3A124%20%28%2B%29%2Cscore%3D7.84%2Czf-H2C2_2	PMZ_0029801	.	MSTRG.12539.1.p1
LMBL3_HUMAN	MSTRG.12565	L3MBTL1	MSTRG.12565.2.p1
LMBL3_HUMAN	MSTRG.204	L3MBTL1	MSTRG.12565.2.p1
LMBL3_HUMAN	PMZ_0013387	L3MBTL1	MSTRG.12565.2.p1
LMBL3_HUMAN	PMZ_0048244	L3MBTL1	MSTRG.12565.2.p1
FXJ1B_XENLA	MSTRG.1268	FOXJ1	MSTRG.1268.2.p1
FXJ1B_XENLA	PMZ_0006211	FOXJ1	MSTRG.1268.2.p1
FXJ1B_XENLA	MSTRG.1268	FOXJ1	MSTRG.1268.3.p2
FXJ1B_XENLA	PMZ_0006211	FOXJ1	MSTRG.1268.3.p2
PRDM8_HUMAN	MSTRG.12693	ZNF488	MSTRG.12693.1.p1
PRDM8_HUMAN	PMZ_0029109	ZNF488	MSTRG.12693.1.p1
PRDM8_HUMAN	PMZ_0047658	ZNF488	MSTRG.12693.1.p1
PRDM8_HUMAN	MSTRG.12693	ZNF488	MSTRG.12693.2.p1
PRDM8_HUMAN	PMZ_0029109	ZNF488	MSTRG.12693.2.p1
PRDM8_HUMAN	PMZ_0047658	ZNF488	MSTRG.12693.2.p1
NFYC_MOUSE	MSTRG.127	NFKB1	MSTRG.12713.1.p1
NFKB1_CANLF	MSTRG.12713	NFKB1	MSTRG.12713.1.p1
NFKB1_CANLF	PMZ_0026213	NFKB1	MSTRG.12713.1.p1
NFYC_MOUSE	MSTRG.127	NFKB1	MSTRG.12713.2.p1
NFKB1_CANLF	MSTRG.12713	NFKB1	MSTRG.12713.2.p1
NFKB1_CANLF	PMZ_0026213	NFKB1	MSTRG.12713.2.p1
NFYC_MOUSE	MSTRG.127	NFKB1	MSTRG.12713.4.p2
NFKB1_CANLF	MSTRG.12713	NFKB1	MSTRG.12713.4.p2
NFKB1_CANLF	PMZ_0026213	NFKB1	MSTRG.12713.4.p2
NFYC_MOUSE	PMZ_0031982	NFYC	MSTRG.127.1.p1
NFYC_MOUSE	PMZ_0031982	NFYC	MSTRG.127.2.p1
NFYC_MOUSE	PMZ_0031982	NFYC	MSTRG.127.4.p1
NFYC_MOUSE	PMZ_0031982	NFYC	MSTRG.127.5.p1
PRDM5_HUMAN	MSTRG.12835	PRDM5	MSTRG.12835.1.p1
PRDM5_HUMAN	PMZ_0044309	PRDM5	MSTRG.12835.1.p1
PRDM5_HUMAN	MSTRG.12835	PRDM5	MSTRG.12835.4.p1
PRDM5_HUMAN	PMZ_0044309	PRDM5	MSTRG.12835.4.p1
E2F4_XENLA	MSTRG.12993	E2F4	MSTRG.12993.1.p2
E2F4_XENLA	MSTRG.15390	E2F4	MSTRG.12993.1.p2
E2F4_XENLA	PMZ_0044093	E2F4	MSTRG.12993.1.p2
E2F4_XENLA	MSTRG.12993	E2F4	MSTRG.12993.2.p2
E2F4_XENLA	MSTRG.15390	E2F4	MSTRG.12993.2.p2
E2F4_XENLA	PMZ_0044093	E2F4	MSTRG.12993.2.p2
NFAC1_MOUSE	MSTRG.13007	NFATC1	MSTRG.13007.1.p1
NFAC1_MOUSE	PMZ_0044099	NFATC1	MSTRG.13007.1.p1
HSF1_MOUSE	MSTRG.13085	HSF1	MSTRG.13085.1.p1
HSF1_MOUSE	PMZ_0044131	HSF1	MSTRG.13085.1.p1
HSF1_MOUSE	PMZ_0044132	HSF1	MSTRG.13085.1.p1
